sindex,SiteNum,Spname,LocalRisk,statusredBook,TEX
47,6,חצוצרן שחור-מקור,LC,לא בסיכון,poultry
47,10,חצוצרן שחור-מקור,LC,לא בסיכון,poultry
47,11,חצוצרן שחור-מקור,LC,לא בסיכון,poultry
47,14,חצוצרן שחור-מקור,LC,לא בסיכון,poultry
48,18,חרדון מצוי דרומי,LC,לא בסיכון,reptiles
48,19,חרדון מצוי דרומי,LC,לא בסיכון,reptiles
48,27,חרדון מצוי דרומי,LC,לא בסיכון,reptiles
49,1,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,2,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,3,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,4,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,5,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,6,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,7,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,8,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,9,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,10,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,11,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,14,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,15,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,16,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,17,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,19,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,20,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,21,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,22,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,23,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,24,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,26,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,27,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,28,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,29,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,30,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,31,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,32,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,33,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,34,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,35,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,36,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,37,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,38,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,39,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,40,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,41,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,42,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,43,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,44,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,46,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,47,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,48,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,49,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,50,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,51,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,52,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,53,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,54,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,55,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,56,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,57,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
49,58,חרדון מצוי צפוני,LC,לא בסיכון,reptiles
50,1,טסית,LC,לא בסיכון,poultry
50,9,טסית,LC,לא בסיכון,poultry
50,10,טסית,LC,לא בסיכון,poultry
50,11,טסית,LC,לא בסיכון,poultry
50,14,טסית,LC,לא בסיכון,poultry
50,15,טסית,LC,לא בסיכון,poultry
50,16,טסית,LC,לא בסיכון,poultry
50,18,טסית,LC,לא בסיכון,poultry
50,19,טסית,LC,לא בסיכון,poultry
50,21,טסית,LC,לא בסיכון,poultry
50,22,טסית,LC,לא בסיכון,poultry
50,23,טסית,LC,לא בסיכון,poultry
50,24,טסית,LC,לא בסיכון,poultry
50,28,טסית,LC,לא בסיכון,poultry
50,31,טסית,LC,לא בסיכון,poultry
50,36,טסית,LC,לא בסיכון,poultry
50,37,טסית,LC,לא בסיכון,poultry
50,40,טסית,LC,לא בסיכון,poultry
50,42,טסית,LC,לא בסיכון,poultry
50,43,טסית,LC,לא בסיכון,poultry
50,44,טסית,LC,לא בסיכון,poultry
50,45,טסית,LC,לא בסיכון,poultry
50,46,טסית,LC,לא בסיכון,poultry
50,47,טסית,LC,לא בסיכון,poultry
50,49,טסית,LC,לא בסיכון,poultry
50,52,טסית,LC,לא בסיכון,poultry
50,53,טסית,LC,לא בסיכון,poultry
51,2,ירגזי מצוי,LC,לא בסיכון,poultry
51,3,ירגזי מצוי,LC,לא בסיכון,poultry
51,4,ירגזי מצוי,LC,לא בסיכון,poultry
51,5,ירגזי מצוי,LC,לא בסיכון,poultry
51,6,ירגזי מצוי,LC,לא בסיכון,poultry
51,7,ירגזי מצוי,LC,לא בסיכון,poultry
51,8,ירגזי מצוי,LC,לא בסיכון,poultry
51,10,ירגזי מצוי,LC,לא בסיכון,poultry
51,11,ירגזי מצוי,LC,לא בסיכון,poultry
51,14,ירגזי מצוי,LC,לא בסיכון,poultry
51,15,ירגזי מצוי,LC,לא בסיכון,poultry
51,16,ירגזי מצוי,LC,לא בסיכון,poultry
51,21,ירגזי מצוי,LC,לא בסיכון,poultry
51,23,ירגזי מצוי,LC,לא בסיכון,poultry
51,24,ירגזי מצוי,LC,לא בסיכון,poultry
51,26,ירגזי מצוי,LC,לא בסיכון,poultry
51,27,ירגזי מצוי,LC,לא בסיכון,poultry
51,28,ירגזי מצוי,LC,לא בסיכון,poultry
51,29,ירגזי מצוי,LC,לא בסיכון,poultry
51,30,ירגזי מצוי,LC,לא בסיכון,poultry
51,31,ירגזי מצוי,LC,לא בסיכון,poultry
51,32,ירגזי מצוי,LC,לא בסיכון,poultry
51,33,ירגזי מצוי,LC,לא בסיכון,poultry
51,35,ירגזי מצוי,LC,לא בסיכון,poultry
51,36,ירגזי מצוי,LC,לא בסיכון,poultry
51,37,ירגזי מצוי,LC,לא בסיכון,poultry
51,38,ירגזי מצוי,LC,לא בסיכון,poultry
51,39,ירגזי מצוי,LC,לא בסיכון,poultry
51,40,ירגזי מצוי,LC,לא בסיכון,poultry
51,41,ירגזי מצוי,LC,לא בסיכון,poultry
51,42,ירגזי מצוי,LC,לא בסיכון,poultry
51,43,ירגזי מצוי,LC,לא בסיכון,poultry
51,45,ירגזי מצוי,LC,לא בסיכון,poultry
51,46,ירגזי מצוי,LC,לא בסיכון,poultry
51,47,ירגזי מצוי,LC,לא בסיכון,poultry
51,48,ירגזי מצוי,LC,לא בסיכון,poultry
51,49,ירגזי מצוי,LC,לא בסיכון,poultry
51,50,ירגזי מצוי,LC,לא בסיכון,poultry
51,51,ירגזי מצוי,LC,לא בסיכון,poultry
51,53,ירגזי מצוי,LC,לא בסיכון,poultry
51,54,ירגזי מצוי,LC,לא בסיכון,poultry
51,55,ירגזי מצוי,LC,לא בסיכון,poultry
51,56,ירגזי מצוי,LC,לא בסיכון,poultry
51,57,ירגזי מצוי,LC,לא בסיכון,poultry
51,58,ירגזי מצוי,LC,לא בסיכון,poultry
52,1,ירקון,LC,לא בסיכון,poultry
52,2,ירקון,LC,לא בסיכון,poultry
52,3,ירקון,LC,לא בסיכון,poultry
52,4,ירקון,LC,לא בסיכון,poultry
52,5,ירקון,LC,לא בסיכון,poultry
52,6,ירקון,LC,לא בסיכון,poultry
52,7,ירקון,LC,לא בסיכון,poultry
52,8,ירקון,LC,לא בסיכון,poultry
52,9,ירקון,LC,לא בסיכון,poultry
52,10,ירקון,LC,לא בסיכון,poultry
52,11,ירקון,LC,לא בסיכון,poultry
52,12,ירקון,LC,לא בסיכון,poultry
52,13,ירקון,LC,לא בסיכון,poultry
52,14,ירקון,LC,לא בסיכון,poultry
52,15,ירקון,LC,לא בסיכון,poultry
52,16,ירקון,LC,לא בסיכון,poultry
52,17,ירקון,LC,לא בסיכון,poultry
52,18,ירקון,LC,לא בסיכון,poultry
52,19,ירקון,LC,לא בסיכון,poultry
52,20,ירקון,LC,לא בסיכון,poultry
52,21,ירקון,LC,לא בסיכון,poultry
52,22,ירקון,LC,לא בסיכון,poultry
52,23,ירקון,LC,לא בסיכון,poultry
52,24,ירקון,LC,לא בסיכון,poultry
52,25,ירקון,LC,לא בסיכון,poultry
52,26,ירקון,LC,לא בסיכון,poultry
52,27,ירקון,LC,לא בסיכון,poultry
52,28,ירקון,LC,לא בסיכון,poultry
52,29,ירקון,LC,לא בסיכון,poultry
52,30,ירקון,LC,לא בסיכון,poultry
52,31,ירקון,LC,לא בסיכון,poultry
52,32,ירקון,LC,לא בסיכון,poultry
52,33,ירקון,LC,לא בסיכון,poultry
52,34,ירקון,LC,לא בסיכון,poultry
52,35,ירקון,LC,לא בסיכון,poultry
52,36,ירקון,LC,לא בסיכון,poultry
52,37,ירקון,LC,לא בסיכון,poultry
52,38,ירקון,LC,לא בסיכון,poultry
52,39,ירקון,LC,לא בסיכון,poultry
52,40,ירקון,LC,לא בסיכון,poultry
52,41,ירקון,LC,לא בסיכון,poultry
52,42,ירקון,LC,לא בסיכון,poultry
52,43,ירקון,LC,לא בסיכון,poultry
52,44,ירקון,LC,לא בסיכון,poultry
52,45,ירקון,LC,לא בסיכון,poultry
52,46,ירקון,LC,לא בסיכון,poultry
52,47,ירקון,LC,לא בסיכון,poultry
52,48,ירקון,LC,לא בסיכון,poultry
52,49,ירקון,LC,לא בסיכון,poultry
52,50,ירקון,LC,לא בסיכון,poultry
52,51,ירקון,LC,לא בסיכון,poultry
52,52,ירקון,LC,לא בסיכון,poultry
52,53,ירקון,LC,לא בסיכון,poultry
52,54,ירקון,LC,לא בסיכון,poultry
52,55,ירקון,LC,לא בסיכון,poultry
52,56,ירקון,LC,לא בסיכון,poultry
52,57,ירקון,LC,לא בסיכון,poultry
52,58,ירקון,LC,לא בסיכון,poultry
53,18,ישימונית מצויה,LC,לא בסיכון,reptiles
53,19,ישימונית מצויה,LC,לא בסיכון,reptiles
54,9,כוכית גדות,LC,לא בסיכון,poultry
54,11,כוכית גדות,LC,לא בסיכון,poultry
54,16,כוכית גדות,LC,לא בסיכון,poultry
54,18,כוכית גדות,LC,לא בסיכון,poultry
54,19,כוכית גדות,LC,לא בסיכון,poultry
54,21,כוכית גדות,LC,לא בסיכון,poultry
54,22,כוכית גדות,LC,לא בסיכון,poultry
54,23,כוכית גדות,LC,לא בסיכון,poultry
54,24,כוכית גדות,LC,לא בסיכון,poultry
54,28,כוכית גדות,LC,לא בסיכון,poultry
54,40,כוכית גדות,LC,לא בסיכון,poultry
54,41,כוכית גדות,LC,לא בסיכון,poultry
54,43,כוכית גדות,LC,לא בסיכון,poultry
54,45,כוכית גדות,LC,לא בסיכון,poultry
54,47,כוכית גדות,LC,לא בסיכון,poultry
54,52,כוכית גדות,LC,לא בסיכון,poultry
55,9,לבנית קטנה,LC,לא בסיכון,poultry
55,37,לבנית קטנה,LC,לא בסיכון,poultry
55,40,לבנית קטנה,LC,לא בסיכון,poultry
56,1,לטאה זריזה,LC,לא בסיכון,reptiles
57,2,מאיינה מצויה,LC,לא בסיכון,poultry
57,3,מאיינה מצויה,LC,לא בסיכון,poultry
57,4,מאיינה מצויה,LC,לא בסיכון,poultry
57,5,מאיינה מצויה,LC,לא בסיכון,poultry
57,6,מאיינה מצויה,LC,לא בסיכון,poultry
57,7,מאיינה מצויה,LC,לא בסיכון,poultry
57,8,מאיינה מצויה,LC,לא בסיכון,poultry
57,9,מאיינה מצויה,LC,לא בסיכון,poultry
57,10,מאיינה מצויה,LC,לא בסיכון,poultry
57,11,מאיינה מצויה,LC,לא בסיכון,poultry
57,12,מאיינה מצויה,LC,לא בסיכון,poultry
57,13,מאיינה מצויה,LC,לא בסיכון,poultry
57,14,מאיינה מצויה,LC,לא בסיכון,poultry
57,15,מאיינה מצויה,LC,לא בסיכון,poultry
57,16,מאיינה מצויה,LC,לא בסיכון,poultry
57,17,מאיינה מצויה,LC,לא בסיכון,poultry
57,18,מאיינה מצויה,LC,לא בסיכון,poultry
57,20,מאיינה מצויה,LC,לא בסיכון,poultry
57,21,מאיינה מצויה,LC,לא בסיכון,poultry
57,22,מאיינה מצויה,LC,לא בסיכון,poultry
57,23,מאיינה מצויה,LC,לא בסיכון,poultry
57,24,מאיינה מצויה,LC,לא בסיכון,poultry
57,25,מאיינה מצויה,LC,לא בסיכון,poultry
57,26,מאיינה מצויה,LC,לא בסיכון,poultry
57,27,מאיינה מצויה,LC,לא בסיכון,poultry
57,28,מאיינה מצויה,LC,לא בסיכון,poultry
57,29,מאיינה מצויה,LC,לא בסיכון,poultry
57,30,מאיינה מצויה,LC,לא בסיכון,poultry
57,31,מאיינה מצויה,LC,לא בסיכון,poultry
57,32,מאיינה מצויה,LC,לא בסיכון,poultry
57,33,מאיינה מצויה,LC,לא בסיכון,poultry
57,34,מאיינה מצויה,LC,לא בסיכון,poultry
57,35,מאיינה מצויה,LC,לא בסיכון,poultry
57,36,מאיינה מצויה,LC,לא בסיכון,poultry
57,37,מאיינה מצויה,LC,לא בסיכון,poultry
57,38,מאיינה מצויה,LC,לא בסיכון,poultry
57,39,מאיינה מצויה,LC,לא בסיכון,poultry
57,40,מאיינה מצויה,LC,לא בסיכון,poultry
57,41,מאיינה מצויה,LC,לא בסיכון,poultry
57,42,מאיינה מצויה,LC,לא בסיכון,poultry
57,45,מאיינה מצויה,LC,לא בסיכון,poultry
57,50,מאיינה מצויה,LC,לא בסיכון,poultry
57,51,מאיינה מצויה,LC,לא בסיכון,poultry
57,52,מאיינה מצויה,LC,לא בסיכון,poultry
57,53,מאיינה מצויה,LC,לא בסיכון,poultry
57,54,מאיינה מצויה,LC,לא בסיכון,poultry
57,55,מאיינה מצויה,LC,לא בסיכון,poultry
57,56,מאיינה מצויה,LC,לא בסיכון,poultry
57,57,מאיינה מצויה,LC,לא בסיכון,poultry
57,58,מאיינה מצויה,LC,לא בסיכון,poultry
58,11,מגלן חום,LC,לא בסיכון,poultry
58,37,מגלן חום,LC,לא בסיכון,poultry
59,18,מדברית עינונית,LC,לא בסיכון,reptiles
59,20,מדברית עינונית,LC,לא בסיכון,reptiles
59,24,מדברית עינונית,LC,לא בסיכון,reptiles
59,27,מדברית עינונית,LC,לא בסיכון,reptiles
60,18,מדברית פסים,LC,לא בסיכון,reptiles
60,47,מדברית פסים,LC,לא בסיכון,reptiles
61,1,מניפנית מצויה,LC,לא בסיכון,reptiles
61,2,מניפנית מצויה,LC,לא בסיכון,reptiles
61,6,מניפנית מצויה,LC,לא בסיכון,reptiles
61,9,מניפנית מצויה,LC,לא בסיכון,reptiles
61,10,מניפנית מצויה,LC,לא בסיכון,reptiles
61,11,מניפנית מצויה,LC,לא בסיכון,reptiles
61,15,מניפנית מצויה,LC,לא בסיכון,reptiles
61,16,מניפנית מצויה,LC,לא בסיכון,reptiles
61,18,מניפנית מצויה,LC,לא בסיכון,reptiles
61,19,מניפנית מצויה,LC,לא בסיכון,reptiles
61,21,מניפנית מצויה,LC,לא בסיכון,reptiles
61,22,מניפנית מצויה,LC,לא בסיכון,reptiles
61,26,מניפנית מצויה,LC,לא בסיכון,reptiles
61,28,מניפנית מצויה,LC,לא בסיכון,reptiles
61,41,מניפנית מצויה,LC,לא בסיכון,reptiles
61,42,מניפנית מצויה,LC,לא בסיכון,reptiles
61,43,מניפנית מצויה,LC,לא בסיכון,reptiles
61,44,מניפנית מצויה,LC,לא בסיכון,reptiles
61,47,מניפנית מצויה,LC,לא בסיכון,reptiles
61,48,מניפנית מצויה,LC,לא בסיכון,reptiles
61,49,מניפנית מצויה,LC,לא בסיכון,reptiles
61,51,מניפנית מצויה,LC,לא בסיכון,reptiles
61,52,מניפנית מצויה,LC,לא בסיכון,reptiles
61,53,מניפנית מצויה,LC,לא בסיכון,reptiles
62,18,מריון מדבר,LC,לא בסיכון,mammals
63,1,מריון מצוי,LC,לא בסיכון,mammals
63,47,מריון מצוי,LC,לא בסיכון,mammals
64,11,מרית,LC,לא בסיכון,poultry
65,1,נברן שדות,LC,לא בסיכון,mammals
65,2,נברן שדות,LC,לא בסיכון,mammals
65,3,נברן שדות,LC,לא בסיכון,mammals
65,4,נברן שדות,LC,לא בסיכון,mammals
65,5,נברן שדות,LC,לא בסיכון,mammals
65,6,נברן שדות,LC,לא בסיכון,mammals
65,7,נברן שדות,LC,לא בסיכון,mammals
65,8,נברן שדות,LC,לא בסיכון,mammals
65,9,נברן שדות,LC,לא בסיכון,mammals
65,10,נברן שדות,LC,לא בסיכון,mammals
65,11,נברן שדות,LC,לא בסיכון,mammals
65,12,נברן שדות,LC,לא בסיכון,mammals
65,13,נברן שדות,LC,לא בסיכון,mammals
65,14,נברן שדות,LC,לא בסיכון,mammals
65,15,נברן שדות,LC,לא בסיכון,mammals
65,16,נברן שדות,LC,לא בסיכון,mammals
65,17,נברן שדות,LC,לא בסיכון,mammals
65,18,נברן שדות,LC,לא בסיכון,mammals
65,19,נברן שדות,LC,לא בסיכון,mammals
65,20,נברן שדות,LC,לא בסיכון,mammals
65,21,נברן שדות,LC,לא בסיכון,mammals
65,22,נברן שדות,LC,לא בסיכון,mammals
65,23,נברן שדות,LC,לא בסיכון,mammals
65,24,נברן שדות,LC,לא בסיכון,mammals
65,25,נברן שדות,LC,לא בסיכון,mammals
65,26,נברן שדות,LC,לא בסיכון,mammals
65,27,נברן שדות,LC,לא בסיכון,mammals
65,28,נברן שדות,LC,לא בסיכון,mammals
65,29,נברן שדות,LC,לא בסיכון,mammals
65,31,נברן שדות,LC,לא בסיכון,mammals
65,32,נברן שדות,LC,לא בסיכון,mammals
