SiteNum,SitetName,VegSP,שכיחויות_מלל,אנדמיות_מלל,מוגן,תפוצה פיטוגיאוגרפית (דנין),סטטוס,מספר אדום,אדום,Notes,index
51,שדות אגן פטיש,לשון-פר סמורה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,238
1,גבעות גורל,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
6,כתף באר שבע,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
18,גבעות חבלנים,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
23,מורדות צפוניים נחל באר שבע,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
32,הקניון הקבור,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
47,קניון נחל עשן,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
50,יער מעלה נחל עשן,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
51,שדות אגן פטיש,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
52,קניון נחל פטיש,לשון-פר מצרית,נפוץ,,,סהרו-ערבי,,,,,237
6,כתף באר שבע,לפתית מצויה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,236
10,תל באר שבע,לפתית מצויה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,236
11,פארק נחל באר שבע,לפתית מצויה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,236
38,נחל סוללים עליון,לפתית מצויה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,236
44,מורדות הבסיס הנטוש,לפתית מצויה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,236
55,בתי הקברות הישנים,לפתית מצויה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,236
55,בתי הקברות הישנים,לפופית כפנית,נדיר למדי,,,טרופי,,,,,235
1,גבעות גורל,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
2,יער דודאים,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
18,גבעות חבלנים,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
19,רמת שעירים,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
20,"נחל ב""ש - שוליים דרום מערביים",לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
26,רזרבה קרקעית לבתי הקברות,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
27,נחל חצרים עליון,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
47,קניון נחל עשן,לענת המדבר,נפוץ,,,אירנו-טורני,,,,,234
29,חורשת לון,לנטנה ססגונית,תדיר,,,פליט תרבות,,,,,233
33,גן שני אליהו,לנטנה ססגונית,תדיר,,,פליט תרבות,,,,,233
38,נחל סוללים עליון,לנטנה ססגונית,תדיר,,,פליט תרבות,,,,,233
55,בתי הקברות הישנים,לנטנה ססגונית,תדיר,,,פליט תרבות,,,,,233
41,שדות נחל כובשים,לכיד הנחלים,מצוי,,,רב-אזורי - טרופי,,,,,232
42,מעלה נחל כובשים,לכיד הנחלים,מצוי,,,רב-אזורי - טרופי,,,,,232
35,פארק הדסה,ליפיה זוחלת,תדיר,,,טרופי - ים-תיכוני - אירו-סיבירי,,,,,231
1,גבעות גורל,לחן לביד,,,,אוסטרלי,,,,,230
2,יער דודאים,לחן לביד,,,,אוסטרלי,,,,,230
6,כתף באר שבע,לחן לביד,,,,אוסטרלי,,,,,230
7,בית החולים הוטרינרי,לחן לביד,,,,אוסטרלי,,,,,230
9,נחל באר שבע מזרח,לחן לביד,,,,אוסטרלי,,,,,230
10,תל באר שבע,לחן לביד,,,,אוסטרלי,,,,,230
11,פארק נחל באר שבע,לחן לביד,,,,אוסטרלי,,,,,230
14,נחל בקע עליון,לחן לביד,,,,אוסטרלי,,,,,230
18,גבעות חבלנים,לחן לביד,,,,אוסטרלי,,,,,230
31,איצטדיון וסרמיל (גן אלזה),לחן לביד,,,,אוסטרלי,,,,,230
32,הקניון הקבור,לחן לביד,,,,אוסטרלי,,,,,230
36,כפר רפאל והגן הזואולוגי,לחן לביד,,,,אוסטרלי,,,,,230
38,נחל סוללים עליון,לחן לביד,,,,אוסטרלי,,,,,230
39,נחל סוללים תיכון,לחן לביד,,,,אוסטרלי,,,,,230
40,נחל סוללים תחתון,לחן לביד,,,,אוסטרלי,,,,,230
53,בית קברות בדווי,לחן לביד,,,,אוסטרלי,,,,,230
54,גן הקומנדו הצרפתי,לחן לביד,,,,אוסטרלי,,,,,230
55,בתי הקברות הישנים,לחן לביד,,,,אוסטרלי,,,,,230
56,בית הקברות הצבאי הבריטי,לחן לביד,,,,אוסטרלי,,,,,230
57,תחנת הרכבת הטורקית,לחן לביד,,,,אוסטרלי,,,,,230
58,גן וינגייט,לחן לביד,,,,אוסטרלי,,,,,230
2,יער דודאים,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
13,עמק שרה דרום,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
14,נחל בקע עליון,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
16,נחל בקע תחתון,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
17,שכונת נחל בקע מערב,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
18,גבעות חבלנים,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
19,רמת שעירים,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
21,מורד נחל באר שבע,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
22,בתרונות נאות אילן,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
24,שדות חצרים,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
26,רזרבה קרקעית לבתי הקברות,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
27,נחל חצרים עליון,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
29,חורשת לון,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
31,איצטדיון וסרמיל (גן אלזה),לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
32,הקניון הקבור,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
34,סובב כפר רפאל,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
39,נחל סוללים תיכון,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
40,נחל סוללים תחתון,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
42,מעלה נחל כובשים,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
43,מורדות נחלי עשן - כובשים,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
46,יובלי נחל עשן,לחך שסוע,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,229
8,בית הלוחם,לחך פעוט,תדיר,,,ים-תיכוני - אירנו-טורני,,,,,228
49,נחל עשן מערב,לחך פעוט,תדיר,,,ים-תיכוני - אירנו-טורני,,,,,228
50,יער מעלה נחל עשן,לחך פעוט,תדיר,,,ים-תיכוני - אירנו-טורני,,,,,228
9,נחל באר שבע מזרח,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
12,עמק שרה,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
14,נחל בקע עליון,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
20,"נחל ב""ש - שוליים דרום מערביים",לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
22,בתרונות נאות אילן,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
26,רזרבה קרקעית לבתי הקברות,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
27,נחל חצרים עליון,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
32,הקניון הקבור,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
39,נחל סוללים תיכון,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
41,שדות נחל כובשים,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
44,מורדות הבסיס הנטוש,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
47,קניון נחל עשן,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
53,בית קברות בדווי,לחך סגלגל,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,227
9,נחל באר שבע מזרח,לחך מצוי,נפוץ,,,ים-תיכוני,,,,,226
19,רמת שעירים,לחך מצוי,נפוץ,,,ים-תיכוני,,,,,226
24,שדות חצרים,לחך מצוי,נפוץ,,,ים-תיכוני,,,,,226
30,פארק יעלים (גן גדולי ישראל),לחך מצוי,נפוץ,,,ים-תיכוני,,,,,226
34,סובב כפר רפאל,לחך מצוי,נפוץ,,,ים-תיכוני,,,,,226
38,נחל סוללים עליון,לחך מצוי,נפוץ,,,ים-תיכוני,,,,,226
1,גבעות גורל,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
2,יער דודאים,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
3,רמות מערב,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
5,"שדרות צה""ל",לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
7,בית החולים הוטרינרי,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
9,נחל באר שבע מזרח,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
18,גבעות חבלנים,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
19,רמת שעירים,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
20,"נחל ב""ש - שוליים דרום מערביים",לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
23,מורדות צפוניים נחל באר שבע,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
24,שדות חצרים,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
26,רזרבה קרקעית לבתי הקברות,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
27,נחל חצרים עליון,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
34,סובב כפר רפאל,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
39,נחל סוללים תיכון,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
40,נחל סוללים תחתון,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
41,שדות נחל כובשים,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
42,מעלה נחל כובשים,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
44,מורדות הבסיס הנטוש,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
46,יובלי נחל עשן,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
47,קניון נחל עשן,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
48,יער נחל עשן מערב,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
49,נחל עשן מערב,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
50,יער מעלה נחל עשן,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
51,שדות אגן פטיש,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
52,קניון נחל פטיש,לחך מלבין,תדיר,,,ים-תיכוני - סהרו-ערבי,,,,,225
1,גבעות גורל,לחך כרתי,נפוץ,,,ים-תיכוני,,,,,224
1,גבעות גורל,לחך בלוטי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,223
8,בית הלוחם,לחך בלוטי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,223
43,מורדות נחלי עשן - כובשים,לחך בלוטי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,223
44,מורדות הבסיס הנטוש,לחך בלוטי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,223
47,קניון נחל עשן,לחך בלוטי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,223
48,יער נחל עשן מערב,לחך בלוטי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,223
1,גבעות גורל,לוענית מצויה,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,222
2,יער דודאים,לוענית מצויה,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,222
13,עמק שרה דרום,לוענית מצויה,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,222
47,קניון נחל עשן,לוענית מצויה,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,222
18,גבעות חבלנים,לוענית מפושקת,תדיר,,,ים-תיכוני - אירנו-טורני,,,,,221
1,גבעות גורל,לועית קטנה,מצוי,,,ים-תיכוני,,,,,220
2,יער דודאים,לועית קטנה,מצוי,,,ים-תיכוני,,,,,220
42,מעלה נחל כובשים,לועית קטנה,מצוי,,,ים-תיכוני,,,,,220
44,מורדות הבסיס הנטוש,לועית קטנה,מצוי,,,ים-תיכוני,,,,,220
55,בתי הקברות הישנים,לועית קטנה,מצוי,,,ים-תיכוני,,,,,220
1,גבעות גורל,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
3,רמות מערב,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
6,כתף באר שבע,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
9,נחל באר שבע מזרח,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
10,תל באר שבע,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
11,פארק נחל באר שבע,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
12,עמק שרה,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
14,נחל בקע עליון,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
18,גבעות חבלנים,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
31,איצטדיון וסרמיל (גן אלזה),לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
39,נחל סוללים תיכון,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
41,שדות נחל כובשים,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
45,רמת הבסיס הנטוש,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
46,יובלי נחל עשן,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
48,יער נחל עשן מערב,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
51,שדות אגן פטיש,לוניאה שרועה,נפוץ,,,סהרו-ערבי,,,,,219
44,מורדות הבסיס הנטוש,לוטמית דביקה,נפוץ,,,ים-תיכוני,,,,,218
9,נחל באר שבע מזרח,לוטוס שעיר,מצוי,,,ים-תיכוני,,,,,217
49,נחל עשן מערב,לוטוס שעיר,מצוי,,,ים-תיכוני,,,,,217
55,בתי הקברות הישנים,לוטוס צר-עלים,נדיר,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,216
1,גבעות גורל,לוטוס מצוי,נפוץ,,,ים-תיכוני,,,,,215
46,יובלי נחל עשן,לוטוס מצוי,נפוץ,,,ים-תיכוני,,,,,215
1,גבעות גורל,כתלית יהודה,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,214
1,גבעות גורל,כתלה חריפה,נפוץ,,,ים-תיכוני,,,,,213
42,מעלה נחל כובשים,כשות השדות,,,,אמריקני,,,,,212
1,גבעות גורל,כרבולת מצויה,מצוי,,,ים-תיכוני,,,,,211
11,פארק נחל באר שבע,כרבולת מצויה,מצוי,,,ים-תיכוני,,,,,211
47,קניון נחל עשן,כרבולת מצויה,מצוי,,,ים-תיכוני,,,,,211
52,קניון נחל פטיש,כרבולת מצויה,מצוי,,,ים-תיכוני,,,,,211
1,גבעות גורל,כרבולת התרנגול,,,,סהרו-ערבי,,,,,210
2,יער דודאים,כרבולת התרנגול,,,,סהרו-ערבי,,,,,210
