SiteNum,SitetName,VegSP,שכיחויות_מלל,אנדמיות_מלל,מוגן,תפוצה פיטוגיאוגרפית (דנין),סטטוס,מספר אדום,אדום,Notes,index
42,מעלה נחל כובשים,פילגון מדברי,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,357
1,גבעות גורל,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
24,שדות חצרים,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
28,גבעות פארק באר שבע,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
40,נחל סוללים תחתון,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
43,מורדות נחלי עשן - כובשים,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
49,נחל עשן מערב,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
51,שדות אגן פטיש,פיגמית מגובששת,מצוי,,,סהרו-ערבי,,,,,356
1,גבעות גורל,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
2,יער דודאים,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
5,"שדרות צה""ל",פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
20,"נחל ב""ש - שוליים דרום מערביים",פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
23,מורדות צפוניים נחל באר שבע,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
42,מעלה נחל כובשים,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
47,קניון נחל עשן,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
50,יער מעלה נחל עשן,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
52,קניון נחל פטיש,פגוניה רכה,נפוץ,,,סהרו-ערבי,,,,,355
10,תל באר שבע,עשנן קטן,נפוץ,,, אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,354
55,בתי הקברות הישנים,עשנן קטן,נפוץ,,, אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,354
1,גבעות גורל,עשנן צפוף,מצוי,,,ים-תיכוני,,,,,353
47,קניון נחל עשן,עשנן צפוף,מצוי,,,ים-תיכוני,,,,,353
50,יער מעלה נחל עשן,עשנן צפוף,מצוי,,,ים-תיכוני,,,,,353
1,גבעות גורל,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
7,בית החולים הוטרינרי,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
9,נחל באר שבע מזרח,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
10,תל באר שבע,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
12,עמק שרה,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
14,נחל בקע עליון,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
29,חורשת לון,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
50,יער מעלה נחל עשן,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
51,שדות אגן פטיש,ערטנית השדות,מצוי,,,ים-תיכוני,,,,,352
1,גבעות גורל,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
5,"שדרות צה""ל",ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
6,כתף באר שבע,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
18,גבעות חבלנים,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
44,מורדות הבסיס הנטוש,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
45,רמת הבסיס הנטוש,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
47,קניון נחל עשן,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
50,יער מעלה נחל עשן,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
52,קניון נחל פטיש,ערטל מדברי,נפוץ,,,סהרו-ערבי,,,,,351
1,גבעות גורל,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
11,פארק נחל באר שבע,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
27,נחל חצרים עליון,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
40,נחל סוללים תחתון,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
41,שדות נחל כובשים,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
44,מורדות הבסיס הנטוש,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
47,קניון נחל עשן,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
51,שדות אגן פטיש,עפעפית רבת-פרחים,מצוי,,,סהרו-ערבי,,,,,350
1,גבעות גורל,עפעפית מצרית,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,349
2,יער דודאים,עפעפית מצרית,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,349
10,תל באר שבע,עפעפית מצרית,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,349
46,יובלי נחל עשן,עפעפית מצרית,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,349
52,קניון נחל פטיש,עפעפית מצרית,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,349
42,מעלה נחל כובשים,עפעפית אשונה,תדיר,,,סהרו-ערבי,,,,,348
51,שדות אגן פטיש,עלקת נטויה,תדיר,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,347
1,גבעות גורל,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
2,יער דודאים,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
3,רמות מערב,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
9,נחל באר שבע מזרח,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
13,עמק שרה דרום,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
23,מורדות צפוניים נחל באר שבע,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
26,רזרבה קרקעית לבתי הקברות,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
27,נחל חצרים עליון,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
31,איצטדיון וסרמיל (גן אלזה),עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
37,נחל עולים תחתון,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
39,נחל סוללים תיכון,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
40,נחל סוללים תחתון,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
41,שדות נחל כובשים,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
42,מעלה נחל כובשים,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
43,מורדות נחלי עשן - כובשים,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
45,רמת הבסיס הנטוש,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
46,יובלי נחל עשן,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
47,קניון נחל עשן,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
48,יער נחל עשן מערב,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
52,קניון נחל פטיש,עכנאי שרוע,נפוץ,,,ים-תיכוני,,,,,346
13,עמק שרה דרום,עכנאי יהודה,נפוץ,"ישראל, סוריה ולבנון",,ים-תיכוני,,,,,345
43,מורדות נחלי עשן - כובשים,עכנאי יהודה,נפוץ,"ישראל, סוריה ולבנון",,ים-תיכוני,,,,,345
46,יובלי נחל עשן,עכנאי יהודה,נפוץ,"ישראל, סוריה ולבנון",,ים-תיכוני,,,,,345
2,יער דודאים,עכנאי זיפני,תדיר,,,סהרו-ערבי,,,,,344
1,גבעות גורל,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
2,יער דודאים,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
3,רמות מערב,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
6,כתף באר שבע,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
7,בית החולים הוטרינרי,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
9,נחל באר שבע מזרח,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
11,פארק נחל באר שבע,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
18,גבעות חבלנים,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
26,רזרבה קרקעית לבתי הקברות,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
27,נחל חצרים עליון,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
28,גבעות פארק באר שבע,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
31,איצטדיון וסרמיל (גן אלזה),עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
34,סובב כפר רפאל,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
39,נחל סוללים תיכון,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
40,נחל סוללים תחתון,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
41,שדות נחל כובשים,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
42,מעלה נחל כובשים,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
43,מורדות נחלי עשן - כובשים,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
45,רמת הבסיס הנטוש,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
46,יובלי נחל עשן,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
47,קניון נחל עשן,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
48,יער נחל עשן מערב,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
49,נחל עשן מערב,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
50,יער מעלה נחל עשן,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
51,שדות אגן פטיש,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
52,קניון נחל פטיש,עכובית הגלגל,מצוי,,1,אירנו-טורני,מוגן,,,,343
2,יער דודאים,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
3,רמות מערב,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
5,"שדרות צה""ל",עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
31,איצטדיון וסרמיל (גן אלזה),עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
37,נחל עולים תחתון,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
39,נחל סוללים תיכון,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
40,נחל סוללים תחתון,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
42,מעלה נחל כובשים,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
43,מורדות נחלי עשן - כובשים,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
44,מורדות הבסיס הנטוש,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
46,יובלי נחל עשן,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
49,נחל עשן מערב,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
52,קניון נחל פטיש,עירית צרת-עלים,תדיר,,,סהרו-ערבי - סודני,,,,,342
24,שדות חצרים,עירית נבובה,תדיר,,, ים-תיכוני,,,,,341
29,חורשת לון,עירית נבובה,תדיר,,, ים-תיכוני,,,,,341
44,מורדות הבסיס הנטוש,עירית נבובה,תדיר,,, ים-תיכוני,,,,,341
1,גבעות גורל,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
2,יער דודאים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
3,רמות מערב,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
5,"שדרות צה""ל",עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
6,כתף באר שבע,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
7,בית החולים הוטרינרי,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
8,בית הלוחם,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
9,נחל באר שבע מזרח,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
17,שכונת נחל בקע מערב,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
18,גבעות חבלנים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
19,רמת שעירים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
20,"נחל ב""ש - שוליים דרום מערביים",עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
21,מורד נחל באר שבע,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
22,בתרונות נאות אילן,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
23,מורדות צפוניים נחל באר שבע,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
24,שדות חצרים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
26,רזרבה קרקעית לבתי הקברות,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
27,נחל חצרים עליון,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
28,גבעות פארק באר שבע,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
31,איצטדיון וסרמיל (גן אלזה),עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
34,סובב כפר רפאל,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
39,נחל סוללים תיכון,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
40,נחל סוללים תחתון,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
41,שדות נחל כובשים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
42,מעלה נחל כובשים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
43,מורדות נחלי עשן - כובשים,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
44,מורדות הבסיס הנטוש,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
46,יובלי נחל עשן,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
47,קניון נחל עשן,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
48,יער נחל עשן מערב,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
49,נחל עשן מערב,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
50,יער מעלה נחל עשן,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
52,קניון נחל פטיש,עירית גדולה,נפוץ,,, ים-תיכוני,,,,,340
2,יער דודאים,עוקצר מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,339
52,קניון נחל פטיש,עוקצר מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,339
42,מעלה נחל כובשים,עוקץ-עקרב שעיר,תדיר,,,ים-תיכוני,,,,,338
1,גבעות גורל,עוקץ-עקרב עגול-עלים,מצוי,,,אירנו-טורני,,,,,337
2,יער דודאים,עוקץ-עקרב עגול-עלים,מצוי,,,אירנו-טורני,,,,,337
51,שדות אגן פטיש,עוקץ-עקרב עגול-עלים,מצוי,,,אירנו-טורני,,,,,337
52,קניון נחל פטיש,עוקץ-עקרב עגול-עלים,מצוי,,,אירנו-טורני,,,,,337
2,יער דודאים,עוקץ-עקרב אפור,,,,ים-תיכוני,,,,,336
4,נחל כובשים עליון,עוקץ-עקרב אירופי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,335
32,הקניון הקבור,עוקץ-עקרב אירופי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,335
11,פארק נחל באר שבע,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
13,עמק שרה דרום,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
19,רמת שעירים,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
24,שדות חצרים,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
34,סובב כפר רפאל,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
42,מעלה נחל כובשים,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
46,יובלי נחל עשן,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
47,קניון נחל עשן,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
50,יער מעלה נחל עשן,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
52,קניון נחל פטיש,עולש מצוי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,334
5,"שדרות צה""ל",עדעד מאובק,נפוץ,,1,סהרו-ערבי,מוגן,,,,333
19,רמת שעירים,עדעד מאובק,נפוץ,,1,סהרו-ערבי,מוגן,,,,333
23,מורדות צפוניים נחל באר שבע,עדעד מאובק,נפוץ,,1,סהרו-ערבי,מוגן,,,,333
47,קניון נחל עשן,עדעד מאובק,נפוץ,,1,סהרו-ערבי,מוגן,,,,333
52,קניון נחל פטיש,עדעד מאובק,נפוץ,,1,סהרו-ערבי,מוגן,,,,333
2,יער דודאים,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
3,רמות מערב,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
4,נחל כובשים עליון,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
5,"שדרות צה""ל",עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
9,נחל באר שבע מזרח,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
19,רמת שעירים,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
23,מורדות צפוניים נחל באר שבע,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
28,גבעות פארק באר שבע,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
32,הקניון הקבור,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
34,סובב כפר רפאל,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
35,פארק הדסה,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
36,כפר רפאל והגן הזואולוגי,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
40,נחל סוללים תחתון,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
41,שדות נחל כובשים,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
42,מעלה נחל כובשים,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
45,רמת הבסיס הנטוש,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
46,יובלי נחל עשן,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
47,קניון נחל עשן,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
52,קניון נחל פטיש,עדעד המדבר,מצוי,,1,סהרו-ערבי,מוגן,,,,332
42,מעלה נחל כובשים,עבקנה שכיח,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,331
1,גבעות גורל,סתוונית טוביה,תדיר,ישראל וסיני,1,אירנו-טורני,מוגן,,,,330
1,גבעות גורל,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
6,כתף באר שבע,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
7,בית החולים הוטרינרי,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
8,בית הלוחם,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
9,נחל באר שבע מזרח,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
10,תל באר שבע,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
11,פארק נחל באר שבע,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
13,עמק שרה דרום,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
14,נחל בקע עליון,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
16,נחל בקע תחתון,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
17,שכונת נחל בקע מערב,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
18,גבעות חבלנים,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
20,"נחל ב""ש - שוליים דרום מערביים",סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
22,בתרונות נאות אילן,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
26,רזרבה קרקעית לבתי הקברות,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
29,חורשת לון,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
40,נחל סוללים תחתון,סתוונית הנגב,מצוי,,1,סהרו-ערבי,מוגן,,,,329
9,נחל באר שבע מזרח,סרפד צורב,מצוי,,,ים-תיכוני - אירו-סיבירי,,,,,328
18,גבעות חבלנים,סרפד צורב,מצוי,,,ים-תיכוני - אירו-סיבירי,,,,,328
33,גן שני אליהו,סרפד צורב,מצוי,,,ים-תיכוני - אירו-סיבירי,,,,,328
55,בתי הקברות הישנים,סרפד צורב,מצוי,,,ים-תיכוני - אירו-סיבירי,,,,,328
1,גבעות גורל,סרפד הכדורים,תדיר,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,327
20,"נחל ב""ש - שוליים דרום מערביים",סרפד הכדורים,תדיר,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,327
2,יער דודאים,סנא ב מ ,,,,סודני,,,,,326
31,איצטדיון וסרמיל (גן אלזה),סנא ב מ ,,,,סודני,,,,,326
32,הקניון הקבור,סנא ב מ ,,,,סודני,,,,,326
33,גן שני אליהו,סנא ב מ ,,,,סודני,,,,,326
44,מורדות הבסיס הנטוש,סנא ב מ ,,,,סודני,,,,,326
45,רמת הבסיס הנטוש,סנא ב מ ,,,,סודני,,,,,326
9,נחל באר שבע מזרח,סלק מצוי,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,325
10,תל באר שבע,סלק מצוי,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,325
32,הקניון הקבור,סלק מצוי,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,325
55,בתי הקברות הישנים,סלק מצוי,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,325
1,גבעות גורל,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
2,יער דודאים,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
5,"שדרות צה""ל",סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
9,נחל באר שבע מזרח,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
10,תל באר שבע,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
17,שכונת נחל בקע מערב,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
21,מורד נחל באר שבע,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
42,מעלה נחל כובשים,סירה קוצנית,נפוץ,,,ים-תיכוני,,,,,324
1,גבעות גורל,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
6,כתף באר שבע,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
11,פארק נחל באר שבע,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
29,חורשת לון,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
33,גן שני אליהו,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
38,נחל סוללים עליון,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
56,בית הקברות הצבאי הבריטי,סיסנית הגינות,תדיר,,,ים-תיכוני,,,,,323
1,גבעות גורל,סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
2,יער דודאים,סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
9,נחל באר שבע מזרח,סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
18,גבעות חבלנים,סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
20,"נחל ב""ש - שוליים דרום מערביים",סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
31,איצטדיון וסרמיל (גן אלזה),סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
42,מעלה נחל כובשים,סיסנית הבולבוסין,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,322
1,גבעות גורל,סייפן התבואה,תדיר,,1,ים-תיכוני - אירנו-טורני,מוגן,,,,321
42,מעלה נחל כובשים,סוף מצוי,תדיר,,,ים-תיכוני - אירנו-טורני - סהרו-ערבי,,,,,320
11,פארק נחל באר שבע,סומקן דוקרני,נדיר למדי,,,אירנו-טורני,,,,,319
27,נחל חצרים עליון,סומקן דוקרני,נדיר למדי,,,אירנו-טורני,,,,,319
41,שדות נחל כובשים,סומקן דוקרני,נדיר למדי,,,אירנו-טורני,,,,,319
47,קניון נחל עשן,סומקן דוקרני,נדיר למדי,,,אירנו-טורני,,,,,319
51,שדות אגן פטיש,סומקן דוקרני,נדיר למדי,,,אירנו-טורני,,,,,319
35,פארק הדסה,סולנום שעיר,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,318
55,בתי הקברות הישנים,סולנום שעיר,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,318
58,גן וינגייט,סולנום שעיר,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,318
33,גן שני אליהו,סולנום שחור,מצוי,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,317
9,נחל באר שבע מזרח,סולנום זיתני,מצוי,,,אמריקני,,,,,316
10,תל באר שבע,סולנום זיתני,מצוי,,,אמריקני,,,,,316
11,פארק נחל באר שבע,סולנום זיתני,מצוי,,,אמריקני,,,,,316
12,עמק שרה,סולנום זיתני,מצוי,,,אמריקני,,,,,316
13,עמק שרה דרום,סולנום זיתני,מצוי,,,אמריקני,,,,,316
14,נחל בקע עליון,סולנום זיתני,מצוי,,,אמריקני,,,,,316
16,נחל בקע תחתון,סולנום זיתני,מצוי,,,אמריקני,,,,,316
17,שכונת נחל בקע מערב,סולנום זיתני,מצוי,,,אמריקני,,,,,316
20,"נחל ב""ש - שוליים דרום מערביים",סולנום זיתני,מצוי,,,אמריקני,,,,,316
21,מורד נחל באר שבע,סולנום זיתני,מצוי,,,אמריקני,,,,,316
22,בתרונות נאות אילן,סולנום זיתני,מצוי,,,אמריקני,,,,,316
23,מורדות צפוניים נחל באר שבע,סולנום זיתני,מצוי,,,אמריקני,,,,,316
24,שדות חצרים,סולנום זיתני,מצוי,,,אמריקני,,,,,316
25,נחל הייאס,סולנום זיתני,מצוי,,,אמריקני,,,,,316
34,סובב כפר רפאל,סולנום זיתני,מצוי,,,אמריקני,,,,,316
